Enterobacteria phage T2 (taxid=10664, kingdom=10239)
Rhodococcus phage Partridge (taxid=1897441, kingdom=10239)
Rhodococcus phage Yogi (taxid=1897442, kingdom=10239)
Mycobacterium phage Marcoliusprime (taxid=1897445, kingdom=10239)
Mycobacterium phage Baehexic (taxid=1897448, kingdom=10239)
Mycobacterium phage CactusRose (taxid=1897449, kingdom=10239)
Mycobacterium phage Florean (taxid=1897483, kingdom=10239)
Mycobacterium phage Qobbit (taxid=1897484, kingdom=10239)
Mycobacterium phage BabyRay (taxid=1897486, kingdom=10239)
Mycobacterium phage Phaeder (taxid=1897487, kingdom=10239)
Mycobacterium phage Watson (taxid=1897489, kingdom=10239)
Mycobacterium phage Todacoro (taxid=1897490, kingdom=10239)
Escherichia phage ESCO5 (taxid=1897495, kingdom=10239)
Mycobacterium phage Margo (taxid=1897496, kingdom=10239)
Mycobacterium phage Cocoaberry (taxid=1897499, kingdom=10239)
Mycobacterium phage Taquito (taxid=1897500, kingdom=10239)
Mycobacterium phage Kersh (taxid=1897501, kingdom=10239)
Mycobacterium phage Jerm (taxid=1897503, kingdom=10239)
Mycobacterium phage Roosevelt (taxid=1897504, kingdom=10239)
Mycobacterium phage Pharsalus (taxid=1897505, kingdom=10239)
Mycobacterium phage Zakai (taxid=1897506, kingdom=10239)
Mycobacterium phage Wilder (taxid=1897507, kingdom=10239)
Mycobacterium phage HedwigODU (taxid=1897516, kingdom=10239)
Mycobacterium phage HortumSL17 (taxid=1897517, kingdom=10239)
Mycobacterium phage Waterfoul (taxid=1897518, kingdom=10239)
Mycobacterium phage Louie6 (taxid=1897523, kingdom=10239)
Propionibacterium phage Anatole (taxid=1897531, kingdom=10239)
Propionibacterium phage B22 (taxid=1897532, kingdom=10239)
Propionibacterium phage B3 (taxid=1897533, kingdom=10239)
Propionibacterium phage Doucette (taxid=1897534, kingdom=10239)
Propionibacterium phage E1 (taxid=1897535, kingdom=10239)
Propionibacterium phage E6 (taxid=1897536, kingdom=10239)
Propionibacterium phage G4 (taxid=1897537, kingdom=10239)
Mycobacterium phage Mundrea (taxid=1897540, kingdom=10239)
Rhodococcus phage Natosaleda (taxid=1897541, kingdom=10239)
Mycobacterium phage PacerPaul (taxid=1897542, kingdom=10239)
Mycobacterium phage Pomar16 (taxid=1897543, kingdom=10239)
Mycobacterium phage Isiphiwo (taxid=1897544, kingdom=10239)
Mycobacterium phage Kalpine (taxid=1897545, kingdom=10239)
Mycobacterium phage LindNT (taxid=1897546, kingdom=10239)
Mycobacterium phage Stasia (taxid=1897548, kingdom=10239)
Rhodococcus phage Harlequin (taxid=1897551, kingdom=10239)
Arthrobacter phage Suppi (taxid=1897553, kingdom=10239)
Arthrobacter phage Vallejo (taxid=1897554, kingdom=10239)
Salmonella phage ST-101 (taxid=1897739, kingdom=10239)
Salmonella phage ST-118 (taxid=1897740, kingdom=10239)
Salmonella phage ST-374 (taxid=1897741, kingdom=10239)
Salmonella phage ST-W77 (taxid=1897742, kingdom=10239)
Vibrio phage Cla (taxid=1897745, kingdom=10239)
Vibrio phage Her (taxid=1897746, kingdom=10239)
Vibrio phage Len (taxid=1897747, kingdom=10239)
Vibrio phage Pel (taxid=1897748, kingdom=10239)
Vibrio phage Strym (taxid=1897749, kingdom=10239)
Vibrio phage VaK (taxid=1897750, kingdom=10239)
Vibrio phage pVa-1 (taxid=1897751, kingdom=10239)
Vibrio phage pVa-2 (taxid=1897752, kingdom=10239)
Vibrio phage pVa-6 (taxid=1897754, kingdom=10239)
Vibrio phage pVa-7 (taxid=1897755, kingdom=10239)
Arthrobacter phage Lucy (taxid=1897761, kingdom=10239)
Arthrobacter phage RcigaStruga (taxid=1897763, kingdom=10239)
Mycobacterium phage DudeLittle (taxid=1897766, kingdom=10239)
Mycobacterium phage WillSterrel (taxid=1897769, kingdom=10239)
Mycobacterium phage Gruunaga (taxid=1897770, kingdom=10239)
Liberibacter phage SGCA5-1 (taxid=1903184, kingdom=10239)
Liberibacter phage HHCA1-2 (taxid=1903185, kingdom=10239)
Vibrio phage CKB-S1 (taxid=1903259, kingdom=10239)
Vibrio phage CKB-S2 (taxid=1903260, kingdom=10239)
Campylobacter phage vB_CjeM_Los1 (taxid=1904491, kingdom=10239)
Mycobacterium phage Goldilocks (taxid=1906944, kingdom=10239)
Klebsiella phage vB_KpnM_BIS47 (taxid=1907784, kingdom=10239)
Salmonella phage STP07 (taxid=1908549, kingdom=10239)
Klebsiella phage vB_Kpn_IME260 (taxid=1912318, kingdom=10239)
Klebsiella phage vB_KpnS_KpV522 (taxid=1912320, kingdom=10239)
Klebsiella phage vB_KpnM_KpV52 (taxid=1912321, kingdom=10239)
Salmonella phage UPF_BP1 (taxid=1912492, kingdom=10239)
Mycobacterium phage DarthPhader (taxid=1912975, kingdom=10239)
Mycobacterium phage DrHayes (taxid=1912976, kingdom=10239)
Mycobacterium phage SamuelLPlaqson (taxid=1912977, kingdom=10239)
Mycobacterium phage Urkel (taxid=1912978, kingdom=10239)
Mycobacterium phage Amelie (taxid=1913035, kingdom=10239)
Mycobacterium phage Broseidon (taxid=1913036, kingdom=10239)
Mycobacterium phage Sabinator (taxid=1913037, kingdom=10239)
Mycobacterium phage SuperGrey (taxid=1913038, kingdom=10239)
Salmonella phage S8 (taxid=1913039, kingdom=10239)
Methylophilaceae phage P19250A (taxid=1913040, kingdom=10239)
Mycobacterium phage Albee (taxid=1913041, kingdom=10239)
Mycobacterium phage LittleB (taxid=1913042, kingdom=10239)
Mycobacterium phage Tuco (taxid=1913043, kingdom=10239)
Pseudoalteromonas phage PH357 (taxid=1913046, kingdom=10239)
Salmonella phage UPF_BP2 (taxid=1913047, kingdom=10239)
Shigella phage SH6 (taxid=1913048, kingdom=10239)
Shigella phage SH7 (taxid=1913049, kingdom=10239)
Halomonas phage QHHSV-1 (taxid=1913108, kingdom=10239)
Vibrio phage vB_VspP_pVa5 (taxid=1913109, kingdom=10239)
Mycobacterium phage StarStuff (taxid=1913110, kingdom=10239)
Pseudoalteromonas phage PHS3 (taxid=1913111, kingdom=10239)
Aeribacillus phage AP45 (taxid=1913112, kingdom=10239)
Alteromonas phage PB15 (taxid=1913113, kingdom=10239)
Mycobacterium phage Empress (taxid=1913118, kingdom=10239)
Erythrobacter phage vB_EliS_R6L (taxid=1913119, kingdom=10239)
Lactococcus phage PLg-TB25 (taxid=1913145, kingdom=10239)
Staphylococcus phage SpT99F3 (taxid=1913449, kingdom=10239)
Pseudomonas phage PA5 (taxid=1913570, kingdom=10239)
Acinetobacter phage AM24 (taxid=1913571, kingdom=10239)
Klebsiella phage KPV15 (taxid=1913572, kingdom=10239)
Pseudomonas phage PA10 (taxid=1913575, kingdom=10239)
Escherichia phage Utah (taxid=1916098, kingdom=10239)
Pseudomonas phage Zigelbrucke (taxid=1916099, kingdom=10239)
Pseudoalteromonas phage C5a (taxid=1916107, kingdom=10239)
Vibrio phage JSF4 (taxid=1916110, kingdom=10239)
Mycobacterium phage Abdiel (taxid=1916112, kingdom=10239)
Mycobacterium phage Achebe (taxid=1916113, kingdom=10239)
Mycobacterium phage Bruiser (taxid=1916114, kingdom=10239)
Mycobacterium phage Eris (taxid=1916115, kingdom=10239)
Mycobacterium phage Millski (taxid=1916116, kingdom=10239)
Mycobacterium phage Palestino (taxid=1916117, kingdom=10239)
Mycobacterium phage LeoAvram (taxid=1916120, kingdom=10239)
Bordetella phage CN1 (taxid=1916123, kingdom=10239)
Bordetella phage CN2 (taxid=1916124, kingdom=10239)
Bordetella phage FP1 (taxid=1916125, kingdom=10239)
Bordetella phage MW2 (taxid=1916126, kingdom=10239)
Streptococcus phage IPP11 (taxid=1916152, kingdom=10239)
Streptococcus phage IPP12 (taxid=1916153, kingdom=10239)
Streptococcus phage IPP17 (taxid=1916157, kingdom=10239)
Streptococcus phage IPP18 (taxid=1916158, kingdom=10239)
Streptococcus phage IPP19 (taxid=1916159, kingdom=10239)
Streptococcus phage IPP20 (taxid=1916160, kingdom=10239)
Streptococcus phage IPP21 (taxid=1916161, kingdom=10239)
Streptococcus phage IPP22 (taxid=1916162, kingdom=10239)
Streptococcus phage IPP28 (taxid=1916168, kingdom=10239)
Streptococcus phage IPP29 (taxid=1916169, kingdom=10239)
Streptococcus phage IPP30 (taxid=1916170, kingdom=10239)
Streptococcus phage IPP41 (taxid=1916180, kingdom=10239)
Streptococcus phage IPP42 (taxid=1916181, kingdom=10239)
Streptococcus phage IPP43 (taxid=1916182, kingdom=10239)
Streptococcus phage IPP44 (taxid=1916183, kingdom=10239)
Streptococcus phage IPP45 (taxid=1916184, kingdom=10239)
Streptococcus phage IPP5 (taxid=1916187, kingdom=10239)
Streptococcus phage IPP51 (taxid=1916189, kingdom=10239)
Streptococcus phage IPP57 (taxid=1916194, kingdom=10239)
Streptococcus phage IPP58 (taxid=1916195, kingdom=10239)
Streptococcus phage IPP62 (taxid=1916198, kingdom=10239)
Streptococcus phage IPP63 (taxid=1916199, kingdom=10239)
Streptococcus phage IPP67 (taxid=1916203, kingdom=10239)
Streptococcus phage IPP68 (taxid=1916204, kingdom=10239)
Pectobacterium phage PP101 (taxid=1916414, kingdom=10239)
Mycobacterium phage Mitti (taxid=1917488, kingdom=10239)
Salmonella phage SP01 (taxid=1920294, kingdom=10239)
Mycobacterium phage Hammy (taxid=1920298, kingdom=10239)
Staphylococcus phage P240 (taxid=1920379, kingdom=10239)
Rogunavirus Jk06 (taxid=1920998, kingdom=10239)
Escherichia phage T1 (taxid=1921008, kingdom=10239)
Bordetella phage LK3 (taxid=1926943, kingdom=10239)
Clostridium phage Clo-PEP-1 (taxid=1927016, kingdom=10239)
Mycobacterium phage Petruchio (taxid=1927018, kingdom=10239)
Mycobacterium phage Blue (taxid=1927019, kingdom=10239)
Mycobacterium phage MrMagoo (taxid=1927020, kingdom=10239)
Mycobacterium phage BubbleTrouble (taxid=1927023, kingdom=10239)
Mycobacterium phage Camperdownii (taxid=1927024, kingdom=10239)
Mycobacterium phage Clarenza (taxid=1927025, kingdom=10239)
Mycobacterium phage Funston (taxid=1927026, kingdom=10239)
Mycobacterium phage JoongJeon (taxid=1927027, kingdom=10239)
Mycobacterium phage KFPoly (taxid=1927028, kingdom=10239)
Mycobacterium phage Kratark (taxid=1927029, kingdom=10239)
Mycobacterium phage Thanksgivukkah (taxid=1927030, kingdom=10239)
Lactobacillus phage P2 (taxid=1928330, kingdom=10239)
Mycobacterium phage Zephyr (taxid=1930080, kingdom=10239)
Providencia phage vB_PreS_PR1 (taxid=1931407, kingdom=10239)
Lactobacillus phage BH1 (taxid=1932007, kingdom=10239)
Mycobacterium phage CREW (taxid=1932363, kingdom=10239)
Escherichia phage YUEEL01 (taxid=1932889, kingdom=10239)
Mycobacterium phage CrystalP (taxid=1932894, kingdom=10239)
Mycobacterium phage Bubbles123 (taxid=1932895, kingdom=10239)
Aeromonas phage 65.2 (taxid=1932896, kingdom=10239)
Aeromonas phage 3 (taxid=1932897, kingdom=10239)
Aeromonas phage 31.2 (taxid=1932898, kingdom=10239)
Aeromonas phage 32 (taxid=1932899, kingdom=10239)
Aeromonas phage 44RR2.8t.2 (taxid=1932900, kingdom=10239)
Aeromonas phage 59.1 (taxid=1932903, kingdom=10239)
Aeromonas phage Asp37 (taxid=1932904, kingdom=10239)
Aeromonas phage L9-6 (taxid=1932905, kingdom=10239)
Aeromonas phage Riv-10 (taxid=1932906, kingdom=10239)
Aeromonas phage SW69-9 (taxid=1932907, kingdom=10239)
Proteus phage vB_PvuS_Pm34 (taxid=1933093, kingdom=10239)
Escherichia phage G AB-2017 (taxid=1933113, kingdom=10239)
Escherichia phage L AB-2017 (taxid=1933114, kingdom=10239)
Escherichia phage P AB-2017 (taxid=1933115, kingdom=10239)
Escherichia phage vB_EcoS-IME253 (taxid=1933412, kingdom=10239)
Streptococcus phage Str03 (taxid=1933693, kingdom=10239)
Mycobacterium phage SimranZ1 (taxid=1933771, kingdom=10239)
Escherichia phage vB_EcoS_CEB_EC3a (taxid=1933774, kingdom=10239)
Escherichia phage RDN8 (taxid=1934097, kingdom=10239)
Lederbergvirus BTP1 (taxid=1934252, kingdom=10239)
Staphylococcus phage 3 AJ-2017 (taxid=1934428, kingdom=10239)
Staphylococcus phage phi575 (taxid=1955176, kingdom=10239)
Staphylococcus phage phi879 (taxid=1955181, kingdom=10239)
Pseudoalteromonas phage PHS21 (taxid=1955235, kingdom=10239)
Klebsiella phage 48ST307 (taxid=1955242, kingdom=10239)
Mycobacterium phage Maxxinista (taxid=1955423, kingdom=10239)
Mycobacterium phage Tinybot (taxid=1955424, kingdom=10239)
Rhodococcus phage AngryOrchard (taxid=1955425, kingdom=10239)
Rhodococcus phage BobbyDazzler (taxid=1955426, kingdom=10239)
Mycobacterium phage Idleandcovert (taxid=1958895, kingdom=10239)
Gordonia phage DinoDaryn (taxid=1958908, kingdom=10239)
Gordonia phage Huffy (taxid=1958909, kingdom=10239)
Mycobacterium phage SassyB (taxid=1958910, kingdom=10239)
Mycobacterium phage TinaFeyge (taxid=1958911, kingdom=10239)
Salmonella phage BSPM4 (taxid=1958913, kingdom=10239)
Salmonella phage BSP101 (taxid=1958914, kingdom=10239)
Pectobacterium phage vB_PatM_CB7 (taxid=1958916, kingdom=10239)
Mycobacterium phage Jabith (taxid=1959484, kingdom=10239)
Salmonella phage BSP22A (taxid=1960312, kingdom=10239)
Klebsiella phage 1 LV-2017 (taxid=1960654, kingdom=10239)
Klebsiella phage 2 LV-2017 (taxid=1960655, kingdom=10239)
Klebsiella phage 2b LV-2017 (taxid=1960656, kingdom=10239)
Klebsiella phage 3LV2017 (taxid=1960657, kingdom=10239)
Klebsiella phage 4LV2017 (taxid=1960658, kingdom=10239)
Klebsiella phage 5 LV-2017 (taxid=1960659, kingdom=10239)
Serratia phage BF (taxid=1962671, kingdom=10239)
Streptococcus virus MS1 (taxid=1962672, kingdom=10239)
Synechococcus virus S-ESS1 (taxid=1964565, kingdom=10239)
Corynebacterium phage LGCM-VI (taxid=1965283, kingdom=10239)
Geobacillus phage TP-84 (taxid=1965361, kingdom=10239)
Yersinia phage fHe-Yen9-01 (taxid=1965363, kingdom=10239)
Dinoroseobacter phage vB_DshS-R5C (taxid=1965368, kingdom=10239)
Shewanella phage SppYZU01 (taxid=1965372, kingdom=10239)
Salmonella phage Si3 (taxid=1965374, kingdom=10239)
Citrobacter phage Mijalis (taxid=1965456, kingdom=10239)
Vibrio phage H20 (taxid=1965457, kingdom=10239)
Vibrio phage H8 (taxid=1965458, kingdom=10239)
Vibrio phage P2 (taxid=1965459, kingdom=10239)
Vibrio phage P3 (taxid=1965460, kingdom=10239)
Vibrio phage pVa-3 (taxid=1965461, kingdom=10239)
Vibrio phage pVa-4 (taxid=1965462, kingdom=10239)
Vibrio phage pVa-8 (taxid=1965463, kingdom=10239)
Salmonella phage GJL01 (taxid=1965464, kingdom=10239)
Escherichia phage phiLLS (taxid=1965465, kingdom=10239)
Staphylococcus phage IME1318_01 (taxid=1965486, kingdom=10239)
Staphylococcus phage IME1323_01 (taxid=1965487, kingdom=10239)
Morganella phage IME1369_02 (taxid=1965488, kingdom=10239)
Staphylococcus phage IME1361_01 (taxid=1965490, kingdom=10239)
Staphylococcus phage IME1367_01 (taxid=1965491, kingdom=10239)
Staphylococcus phage IME1346_01 (taxid=1965492, kingdom=10239)
Staphylococcus phage IME1354_01 (taxid=1965493, kingdom=10239)
Morganella phage IME1369_01 (taxid=1965532, kingdom=10239)
Corynebacterium phage IME1320_01 (taxid=1965535, kingdom=10239)
Staphylococcus phage SA7 (taxid=1969736, kingdom=10239)
Acinetobacter phage Loki (taxid=1970374, kingdom=10239)
Salmonella phage 29485 (taxid=1970747, kingdom=10239)
Escherichia phage phiC120 (taxid=1970776, kingdom=10239)
Weissella phage PWc (taxid=1970788, kingdom=10239)
Mycobacterium phage GardenSalsa (taxid=1970789, kingdom=10239)
Mycobacterium phage Kingsley (taxid=1970794, kingdom=10239)
Shewanella phage SppYZU05 (taxid=1970795, kingdom=10239)
Escherichia phage vB_EcoM_ECOO78 (taxid=1970797, kingdom=10239)
Klebsiella phage KOX1 (taxid=1970798, kingdom=10239)
Pseudomonas phage JG012 (taxid=1970799, kingdom=10239)
Salmonella phage Stp1 (taxid=1971233, kingdom=10239)
Streptococcus phage P0091 (taxid=1971410, kingdom=10239)
Streptococcus phage P3681 (taxid=1971415, kingdom=10239)
Streptococcus phage P3684 (taxid=1971416, kingdom=10239)
Streptococcus phage P4761 (taxid=1971417, kingdom=10239)
Streptococcus phage P5641 (taxid=1971418, kingdom=10239)
Streptococcus phage P5651 (taxid=1971419, kingdom=10239)
Streptococcus phage P5652 (taxid=1971420, kingdom=10239)
Streptococcus phage P7132 (taxid=1971421, kingdom=10239)
Streptococcus phage P7133 (taxid=1971422, kingdom=10239)
Streptococcus phage P7134 (taxid=1971423, kingdom=10239)
Streptococcus phage P7151 (taxid=1971424, kingdom=10239)
Streptococcus phage P7152 (taxid=1971425, kingdom=10239)
Streptococcus phage P7154 (taxid=1971426, kingdom=10239)
Streptococcus phage P7571 (taxid=1971427, kingdom=10239)
Streptococcus phage P7572 (taxid=1971428, kingdom=10239)
Streptococcus phage P7573 (taxid=1971429, kingdom=10239)
Streptococcus phage P7574 (taxid=1971430, kingdom=10239)
Streptococcus phage P7601 (taxid=1971431, kingdom=10239)
Streptococcus phage P7602 (taxid=1971432, kingdom=10239)
Streptococcus phage P7631 (taxid=1971433, kingdom=10239)
Streptococcus phage P7632 (taxid=1971434, kingdom=10239)
Streptococcus phage P7633 (taxid=1971435, kingdom=10239)
Streptococcus phage P7951 (taxid=1971436, kingdom=10239)
Streptococcus phage P7952 (taxid=1971437, kingdom=10239)
Streptococcus phage P7953 (taxid=1971438, kingdom=10239)
Streptococcus phage P7954 (taxid=1971439, kingdom=10239)
Streptococcus phage P7955 (taxid=1971440, kingdom=10239)
Streptococcus phage P8921 (taxid=1971441, kingdom=10239)
Streptococcus phage P8922 (taxid=1971442, kingdom=10239)
Streptococcus phage P9851 (taxid=1971443, kingdom=10239)
Streptococcus phage P9852 (taxid=1971444, kingdom=10239)
Streptococcus phage P9853 (taxid=1971445, kingdom=10239)
Streptococcus phage P9854 (taxid=1971446, kingdom=10239)
Streptococcus phage P9901 (taxid=1971447, kingdom=10239)
Streptococcus phage P9902 (taxid=1971448, kingdom=10239)
Streptococcus phage P9903 (taxid=1971449, kingdom=10239)
Corynebacterium phage LGCM-V2 (taxid=1972433, kingdom=10239)
Corynebacterium phage LGCM-V3 (taxid=1972434, kingdom=10239)
Corynebacterium phage LGCM-V4 (taxid=1972435, kingdom=10239)
Corynebacterium phage LGCM-V5 (taxid=1972436, kingdom=10239)
Corynebacterium phage LGCM-V6 (taxid=1972437, kingdom=10239)
Corynebacterium phage LGCM-V7 (taxid=1972438, kingdom=10239)
Corynebacterium phage LGCM-V8 (taxid=1972439, kingdom=10239)
Corynebacterium phage LGCM-V9 (taxid=1972440, kingdom=10239)
Salmonella phage LPST10 (taxid=1973454, kingdom=10239)
Aeromonas phage phiA8-29 (taxid=1978922, kingdom=10239)
Escherichia phage ECD7 (taxid=1981499, kingdom=10239)
Escherichia phage V18 (taxid=1981500, kingdom=10239)
Mycobacterium phage Journey13 (taxid=1983408, kingdom=10239)
Acinetobacter phage WCHABP1 (taxid=1983409, kingdom=10239)
Mycobacterium phage Shandong1 (taxid=1983447, kingdom=10239)
Bradyrhizobium phage BDU-MI-1 (taxid=1983459, kingdom=10239)
Pseudomonas phage vB_PaeM_G1 (taxid=1983539, kingdom=10239)
Flavobacterium phage V175 (taxid=1983543, kingdom=10239)
Flavobacterium phage V181 (taxid=1983544, kingdom=10239)
Escherichia phage vB_EcoS_SH2 (taxid=1983554, kingdom=10239)
Pseudomonas phage PspYZU01 (taxid=1983555, kingdom=10239)
Pseudomonas phage PspYZU05 (taxid=1983556, kingdom=10239)
Synechococcus phage S-H35 (taxid=1983572, kingdom=10239)
Mycobacterium phage Heffalump (taxid=1983575, kingdom=10239)
Mycobacterium phage Pippy (taxid=1983576, kingdom=10239)
Mycobacterium phage Purple Haze (taxid=1983577, kingdom=10239)
Bacillus phage Carmel_SA (taxid=1983578, kingdom=10239)
Bacillus phage Negev_SA (taxid=1983579, kingdom=10239)
Bacillus phage Tavor_SA (taxid=1983581, kingdom=10239)
Flavobacterium phage FCV-11 (taxid=1983585, kingdom=10239)
Flavobacterium phage FCV-3 (taxid=1983586, kingdom=10239)
Shigella phage SSP1 (taxid=1983588, kingdom=10239)
Vibrio phage JSF1 (taxid=1983592, kingdom=10239)
Vibrio phage JSF10 (taxid=1983593, kingdom=10239)
Vibrio phage JSF12 (taxid=1983595, kingdom=10239)
Vibrio phage JSF13 (taxid=1983596, kingdom=10239)
Vibrio phage JSF14 (taxid=1983597, kingdom=10239)
Vibrio phage JSF15 (taxid=1983598, kingdom=10239)
Vibrio phage JSF17 (taxid=1983599, kingdom=10239)
Vibrio phage JSF2 (taxid=1983601, kingdom=10239)
Vibrio phage JSF33 (taxid=1983610, kingdom=10239)
Vibrio phage JSF5 (taxid=1983614, kingdom=10239)
Vibrio phage JSF6 (taxid=1983615, kingdom=10239)
Vibrio phage JSF9 (taxid=1983616, kingdom=10239)
Dickeya phage JA15 (taxid=1983655, kingdom=10239)
Dickeya phage XF4 (taxid=1983656, kingdom=10239)
Curvibacter phage P26059A (taxid=1983783, kingdom=10239)
Flavobacterium phage FCV-10 (taxid=1984747, kingdom=10239)
Flavobacterium phage FCV-16 (taxid=1984748, kingdom=10239)
Flavobacterium phage V156 (taxid=1984749, kingdom=10239)
Flavobacterium phage V157 (taxid=1984750, kingdom=10239)
Flavobacterium phage V165 (taxid=1984751, kingdom=10239)
Flavobacterium phage V182 (taxid=1984752, kingdom=10239)
Flavobacterium phage VK20 (taxid=1984753, kingdom=10239)
Flavobacterium phage VK42 (taxid=1984754, kingdom=10239)
Flavobacterium phage VK48 (taxid=1984755, kingdom=10239)
Flavobacterium phage VK52 (taxid=1984756, kingdom=10239)
Flavobacterium phage VK58 (taxid=1984757, kingdom=10239)
Flavobacterium phage FCV-20 (taxid=1984758, kingdom=10239)
Salmonella phage ViI (taxid=1987993, kingdom=10239)
Escherichia phage ST0 (taxid=2005047, kingdom=10239)
Escherichia phage ST32 (taxid=2005048, kingdom=10239)
Sinorhizobium phage phiM5 (taxid=2005789, kingdom=10239)
Shigella phage vB_SsoS-ISF002 (taxid=2006922, kingdom=10239)
Mycobacterium phage Porcelain (taxid=2006923, kingdom=10239)
Mycobacterium phage ZenTime222 (taxid=2006926, kingdom=10239)
Streptococcus phage D4276 (taxid=2006928, kingdom=10239)
Erysipelothrix phage phi1605 (taxid=2006938, kingdom=10239)
Serratia phage CBH8 (taxid=2006940, kingdom=10239)
Serratia phage CHI14 (taxid=2006941, kingdom=10239)
Serratia phage X20 (taxid=2006942, kingdom=10239)
Synechococcus phage S-LBS1 (taxid=2008320, kingdom=10239)
Acidovorax phage ACP17 (taxid=2010329, kingdom=10239)
Mycobacterium phage Lucky2013 (taxid=2014349, kingdom=10239)
Erwinia phage EtG (taxid=2014586, kingdom=10239)
Streptomyces phage Warpy (taxid=2015805, kingdom=10239)
Streptomyces phage Sushi23 (taxid=2015806, kingdom=10239)
Escherichia phage ECP1 (taxid=2015807, kingdom=10239)
Salmonella phage SHP1 (taxid=2015808, kingdom=10239)
Mycobacterium phage Fred313 (taxid=2015809, kingdom=10239)
Mycobacterium phage Hurricane (taxid=2015810, kingdom=10239)
Rhodococcus phage Jester (taxid=2015812, kingdom=10239)
