MGYP,ERZ_x,MGYC,Start,End,Strand,Contig,MGYA,Contig Length,Phage,Number of CDSes
MGYP003289342031,ERZ1767560,MGYC001125447142,45194,46228,-1,ERZ1767560.39-NODE-39-length-55175-cov-3.916074,MGYA00587599,55.175,False,45
MGYP003289344600,ERZ1767617,MGYC001125495392,17728,18738,-1,ERZ1767617.117-NODE-117-length-42371-cov-6.359698,MGYA00587623,42.371,False,68
MGYP003289347611,ERZ1767575,MGYC001125476088,38796,39710,1,ERZ1767575.229-NODE-229-length-44419-cov-8.020783,MGYA00587626,44.419,False,37
MGYP003289353892,ERZ1767617,MGYC001125496385,28785,29765,-1,ERZ1767617.124-NODE-124-length-41675-cov-27.533469,MGYA00587623,41.675,False,36
MGYP003289361393,ERZ1767617,MGYC001125497251,14855,15811,-1,ERZ1767617.130-NODE-130-length-40456-cov-10.076062,MGYA00587623,40.456,False,41
MGYP003289369288,ERZ1767560,MGYC001125448152,8527,10206,-1,ERZ1767560.58-NODE-58-length-49852-cov-6.652730,MGYA00587599,49.852,False,42
MGYP003289384850,ERZ1767617,MGYC001125499498,16905,18080,1,ERZ1767617.149-NODE-149-length-37333-cov-18.635817,MGYA00587623,37.333,False,43
MGYP003289389574,ERZ1767598,MGYC001125470915,33448,34719,-1,ERZ1767598.197-NODE-197-length-35491-cov-5.313692,MGYA00587625,35.491,False,46
MGYP003289413400,ERZ1767560,MGYC001125449619,4568,5461,-1,ERZ1767560.87-NODE-87-length-42627-cov-7.360472,MGYA00587599,42.627,False,80
MGYP003289414842,ERZ1767560,MGYC001125449655,3,1754,-1,ERZ1767560.88-NODE-88-length-42257-cov-4.455808,MGYA00587599,42.257,False,43
MGYP003289426277,ERZ1767598,MGYC001125474029,31154,32239,1,ERZ1767598.238-NODE-238-length-32822-cov-5.009735,MGYA00587625,32.822,False,58
MGYP003289427729,ERZ1767560,MGYC001125450023,24681,25541,1,ERZ1767560.96-NODE-96-length-41041-cov-5.079369,MGYA00587599,41.041,False,55
MGYP003289446193,ERZ1767615,MGYC001125501583,41973,43091,-1,ERZ1767615.134-NODE-134-length-68318-cov-7.089873,MGYA00587616,68.318,False,101
MGYP003289446193,ERZ1767626,MGYC001132132900,39085,40203,1,ERZ1767626.344-NODE-344-length-48188-cov-5.240002,MGYA00587594,48.188,False,79
MGYP003289452054,ERZ1767575,MGYC001125484168,10318,11514,-1,ERZ1767575.324-NODE-324-length-37212-cov-10.411040,MGYA00587626,37.212,False,52
MGYP003289463029,ERZ1767560,MGYC001125451399,8546,9469,-1,ERZ1767560.124-NODE-124-length-37578-cov-5.156757,MGYA00587599,37.578,False,67
MGYP003289466101,ERZ1767560,MGYC001125451493,9335,10153,-1,ERZ1767560.126-NODE-126-length-37174-cov-6.779439,MGYA00587599,37.174,False,55
MGYP003289471859,ERZ1767601,MGYC001125522477,53240,54706,-1,ERZ1767601.344-NODE-344-length-55622-cov-7.301168,MGYA00587624,55.622,False,79
MGYP003289473033,ERZ1767601,MGYC001125522779,982,2040,1,ERZ1767601.346-NODE-346-length-55600-cov-4.040850,MGYA00587624,55.6,False,97
MGYP003289478798,ERZ1767617,MGYC001125508887,27709,29070,1,ERZ1767617.244-NODE-244-length-29611-cov-3.341149,MGYA00587623,29.611,False,39
MGYP003289483127,ERZ1767560,MGYC001125452336,8951,9814,-1,ERZ1767560.142-NODE-142-length-36075-cov-7.020405,MGYA00587599,36.075,False,60
MGYP003289487449,ERZ1767617,MGYC001125509848,20550,21569,-1,ERZ1767617.254-NODE-254-length-28738-cov-3.430603,MGYA00587623,28.738,False,32
MGYP003289500298,ERZ1767560,MGYC001125452891,16076,16966,-1,ERZ1767560.154-NODE-154-length-35142-cov-9.777040,MGYA00587599,35.142,False,46
MGYP003289517605,ERZ1767560,MGYC001125453607,11232,12347,1,ERZ1767560.170-NODE-170-length-33880-cov-4.044494,MGYA00587599,33.88,False,37
MGYP003289534288,ERZ1767615,MGYC001125508033,36788,38299,1,ERZ1767615.187-NODE-187-length-56722-cov-6.429809,MGYA00587616,56.722,False,84
MGYP003289543194,ERZ1767601,MGYC001125528086,25531,26481,-1,ERZ1767601.390-NODE-390-length-51380-cov-9.049450,MGYA00587624,51.38,False,85
MGYP003289560845,ERZ1767560,MGYC001125455696,20958,21884,-1,ERZ1767560.215-NODE-215-length-30529-cov-4.815220,MGYA00587599,30.529,False,48
MGYP003289565808,ERZ1767575,MGYC001125493611,28062,28973,-1,ERZ1767575.447-NODE-447-length-30391-cov-5.910338,MGYA00587626,30.391,False,29
MGYP003289606085,ERZ1767615,MGYC001125514100,25753,26784,1,ERZ1767615.238-NODE-238-length-50797-cov-6.462733,MGYA00587616,50.797,False,81
MGYP003289620029,ERZ1767601,MGYC001125533935,5217,6272,-1,ERZ1767601.441-NODE-441-length-47912-cov-6.134609,MGYA00587624,47.912,False,76
MGYP003289643233,ERZ1767601,MGYC001125536119,38982,41111,-1,ERZ1767601.457-NODE-457-length-46675-cov-3.916302,MGYA00587624,46.675,False,54
MGYP003289679971,ERZ1767615,MGYC001125520681,14636,15748,-1,ERZ1767615.297-NODE-297-length-45523-cov-5.745425,MGYA00587616,45.523,False,62
MGYP003289689964,ERZ1767615,MGYC001125522044,11797,12894,1,ERZ1767615.307-NODE-307-length-44878-cov-10.325971,MGYA00587616,44.878,False,65
MGYP003289700650,ERZ1767615,MGYC001125522833,642,1940,1,ERZ1767615.316-NODE-316-length-44263-cov-3.989934,MGYA00587616,44.263,False,45
MGYP003289710991,ERZ1767575,MGYC001125508058,8619,9629,-1,ERZ1767575.641-NODE-641-length-25530-cov-11.548656,MGYA00587626,25.53,False,30
MGYP003289724012,ERZ1767575,MGYC001125509417,21424,22455,-1,ERZ1767575.659-NODE-659-length-25229-cov-4.283944,MGYA00587626,25.229,False,18
MGYP003289807014,ERZ1767601,MGYC001125550763,8484,9605,-1,ERZ1767601.585-NODE-585-length-40346-cov-6.910079,MGYA00587624,40.346,False,53
MGYP003289807462,ERZ1767601,MGYC001125550763,25227,26168,-1,ERZ1767601.585-NODE-585-length-40346-cov-6.910079,MGYA00587624,40.346,False,53
MGYP003289860707,ERZ1767601,MGYC001125555175,19008,19934,1,ERZ1767601.629-NODE-629-length-38640-cov-30.615550,MGYA00587624,38.64,False,70
MGYP003289864144,ERZ1767615,MGYC001125536805,18945,20174,-1,ERZ1767615.464-NODE-464-length-35776-cov-6.581283,MGYA00587616,35.776,False,40
MGYP003289899142,ERZ1767615,MGYC001125540574,5638,8262,1,ERZ1767615.502-NODE-502-length-34323-cov-8.470877,MGYA00587616,34.323,False,24
MGYP003289904074,ERZ1767615,MGYC001125541188,6972,7868,1,ERZ1767615.508-NODE-508-length-34009-cov-5.915798,MGYA00587616,34.009,False,46
MGYP003289927872,ERZ1767615,MGYC001125543427,9298,10311,-1,ERZ1767615.532-NODE-532-length-33072-cov-3.398219,MGYA00587616,33.072,False,47
MGYP003289950588,ERZ1767601,MGYC001125563438,6767,8053,1,ERZ1767601.707-NODE-707-length-35540-cov-4.679019,MGYA00587624,35.54,False,55
MGYP003289950593,ERZ1767601,MGYC001125563438,8067,9260,1,ERZ1767601.707-NODE-707-length-35540-cov-4.679019,MGYA00587624,35.54,False,55
MGYP003289966771,ERZ1767601,MGYC001125564801,29454,30365,-1,ERZ1767601.720-NODE-720-length-35191-cov-4.842526,MGYA00587624,35.191,False,41
MGYP003290089060,ERZ1767601,MGYC001125577214,1716,2693,-1,ERZ1767601.844-NODE-844-length-31851-cov-27.397063,MGYA00587624,31.851,False,34
MGYP003290198821,ERZ1767619,MGYC001126196965,6741,8228,1,ERZ1767619.8-NODE-8-length-61311-cov-6.431207,MGYA00587622,61.311,False,108
MGYP003290206198,ERZ1767619,MGYC001126197950,42555,43586,-1,ERZ1767619.11-NODE-11-length-50354-cov-12.602199,MGYA00587622,50.354,False,63
MGYP003290216980,ERZ1767619,MGYC001126199741,14840,16093,-1,ERZ1767619.17-NODE-17-length-46345-cov-3.972370,MGYA00587622,46.345,False,61
MGYP003290218548,ERZ1767619,MGYC001126199871,6495,7520,-1,ERZ1767619.18-NODE-18-length-45833-cov-4.264625,MGYA00587622,45.833,False,78
MGYP003290226452,ERZ1767561,MGYC001125460291,15305,16630,-1,ERZ1767561.180-NODE-180-length-40870-cov-4.702168,MGYA00587630,40.87,False,66
MGYP003290242564,ERZ1767619,MGYC001126202258,27213,28373,-1,ERZ1767619.31-NODE-31-length-37049-cov-8.721414,MGYA00587622,37.049,False,63
MGYP003290245393,ERZ1767619,MGYC001126202922,17364,18275,-1,ERZ1767619.33-NODE-33-length-36326-cov-5.295608,MGYA00587622,36.326,False,54
MGYP003290246636,ERZ1767619,MGYC001126203144,14471,15568,1,ERZ1767619.34-NODE-34-length-36297-cov-5.422493,MGYA00587622,36.297,False,36
MGYP003290255539,ERZ1767561,MGYC001125461956,36064,38049,1,ERZ1767561.204-NODE-204-length-38303-cov-14.600894,MGYA00587630,38.303,False,35
MGYP003290258122,ERZ1767619,MGYC001126203886,20380,21612,-1,ERZ1767619.41-NODE-41-length-34532-cov-14.472460,MGYA00587622,34.532,False,58
MGYP003290260471,ERZ1767619,MGYC001126204174,2298,3605,1,ERZ1767619.43-NODE-43-length-33980-cov-8.076964,MGYA00587622,33.98,False,33
MGYP003290292188,ERZ1767619,MGYC001126207392,26489,27316,-1,ERZ1767619.66-NODE-66-length-27862-cov-8.375589,MGYA00587622,27.862,False,46
MGYP003290296536,ERZ1767561,MGYC001125464737,9456,10649,-1,ERZ1767561.243-NODE-243-length-35475-cov-5.317053,MGYA00587630,35.475,False,44
MGYP003290297780,ERZ1767619,MGYC001126207930,15970,17118,1,ERZ1767619.71-NODE-71-length-26088-cov-3.989859,MGYA00587622,26.088,False,26
MGYP003290301347,ERZ1767561,MGYC001125464897,32466,33359,1,ERZ1767561.246-NODE-246-length-35377-cov-8.576411,MGYA00587630,35.377,False,43
MGYP003290354729,ERZ1767601,MGYC001125606346,14362,15282,-1,ERZ1767601.1144-NODE-1144-length-26036-cov-6.780724,MGYA00587624,26.036,False,33
MGYP003290366414,ERZ1767561,MGYC001125469980,26188,27231,1,ERZ1767561.314-NODE-314-length-31023-cov-75.712703,MGYA00587630,31.023,False,37
MGYP003290406856,ERZ1767561,MGYC001125472684,20302,21480,1,ERZ1767561.354-NODE-354-length-29173-cov-5.381997,MGYA00587630,29.173,False,35
MGYP003290437920,ERZ1767561,MGYC001125475396,1305,2237,-1,ERZ1767561.395-NODE-395-length-27514-cov-4.627190,MGYA00587630,27.514,False,57
MGYP003290447946,ERZ1767561,MGYC001125476172,5405,6439,1,ERZ1767561.407-NODE-407-length-26879-cov-3.793767,MGYA00587630,26.879,False,24
MGYP003290448559,ERZ1767561,MGYC001125476245,5265,6410,1,ERZ1767561.408-NODE-408-length-26636-cov-9.446748,MGYA00587630,26.636,False,35
MGYP003290457119,ERZ1767561,MGYC001125476867,17249,18319,1,ERZ1767561.418-NODE-418-length-26276-cov-8.793410,MGYA00587630,26.276,False,31
MGYP003290583153,ERZ1767568,MGYC001125449221,120592,122256,-1,ERZ1767568.10-NODE-10-length-157125-cov-6.213847,MGYA00587628,157.125,False,210
MGYP003290612294,ERZ1767568,MGYC001125450121,30793,31851,-1,ERZ1767568.16-NODE-16-length-133030-cov-5.350344,MGYA00587628,133.03,False,165
MGYP003290974489,ERZ1767612,MGYC001125480839,31018,32451,1,ERZ1767612.54-NODE-54-length-75621-cov-13.346254,MGYA00587617,75.621,False,100
MGYP003291109437,ERZ1767568,MGYC001125470720,17330,18676,1,ERZ1767568.236-NODE-236-length-43618-cov-6.198288,MGYA00587628,43.618,False,62
MGYP003291114053,ERZ1767568,MGYC001125470887,17681,18694,1,ERZ1767568.238-NODE-238-length-43569-cov-5.631038,MGYA00587628,43.569,False,46
MGYP003291371527,ERZ1767568,MGYC001125486467,17840,18727,1,ERZ1767568.439-NODE-439-length-31709-cov-9.869653,MGYA00587628,31.709,False,43
MGYP003291440675,ERZ1767568,MGYC001125491249,13192,14499,1,ERZ1767568.513-NODE-513-length-28861-cov-4.183052,MGYA00587628,28.861,False,41
MGYP003291737997,ERZ1767612,MGYC001125470156,88925,90559,-1,ERZ1767612.2-NODE-2-length-219106-cov-11.918622,MGYA00587617,219.106,False,316
MGYP003291761328,ERZ1767612,MGYC001125471029,93385,94482,-1,ERZ1767612.5-NODE-5-length-153133-cov-6.814748,MGYA00587617,153.133,False,175
MGYP003291794921,ERZ1767537,MGYC001125442919,88563,89900,-1,ERZ1767537.15-NODE-15-length-95842-cov-4.743733,MGYA00587601,95.842,False,150
MGYP003291821207,ERZ1767612,MGYC001125474174,108910,110379,1,ERZ1767612.19-NODE-19-length-120465-cov-9.320754,MGYA00587617,120.465,False,112
MGYP003291871258,ERZ1767537,MGYC001125444643,24381,25541,-1,ERZ1767537.47-NODE-47-length-63460-cov-5.821244,MGYA00587601,63.46,False,106
MGYP003291871258,ERZ1767628,MGYC001132124324,23308,24468,-1,ERZ1767628.45-NODE-45-length-62434-cov-7.755398,MGYA00587595,62.434,False,106
MGYP003291871258,ERZ1767644,MGYC001132127864,14369,15529,-1,ERZ1767644.56-NODE-56-length-62397-cov-4.284303,MGYA00587604,62.397,False,106
MGYP003291880735,ERZ1767537,MGYC001125444824,52736,53767,-1,ERZ1767537.51-NODE-51-length-61694-cov-5.452376,MGYA00587601,61.694,False,106
MGYP003291880735,ERZ1767628,MGYC001132126511,12939,13970,1,ERZ1767628.221-NODE-221-length-27425-cov-3.702338,MGYA00587595,27.425,False,35
MGYP003291880735,ERZ1767644,MGYC001132127799,13816,14847,1,ERZ1767644.54-NODE-54-length-62696-cov-5.657573,MGYA00587604,62.696,False,107
MGYP003291920946,ERZ1767537,MGYC001125446044,32337,33371,1,ERZ1767537.76-NODE-76-length-52891-cov-6.581914,MGYA00587601,52.891,False,84
MGYP003291920946,ERZ1767628,MGYC001132126237,1054,2088,1,ERZ1767628.204-NODE-204-length-28593-cov-4.501507,MGYA00587595,28.593,False,40
MGYP003291920946,ERZ1767644,MGYC001132128075,21433,22467,-1,ERZ1767644.63-NODE-63-length-60417-cov-7.227792,MGYA00587604,60.417,False,93
MGYP003291941887,ERZ1767612,MGYC001125514051,27208,28242,1,ERZ1767612.360-NODE-360-length-34133-cov-9.299842,MGYA00587617,34.133,False,58
MGYP003291942200,ERZ1767537,MGYC001125446658,47569,48648,1,ERZ1767537.88-NODE-88-length-49149-cov-4.968998,MGYA00587601,49.149,False,67
MGYP003291966885,ERZ1767537,MGYC001125447373,26915,28024,-1,ERZ1767537.102-NODE-102-length-46163-cov-11.344626,MGYA00587601,46.163,False,68
MGYP003291966885,ERZ1767628,MGYC001132124793,26915,28024,-1,ERZ1767628.82-NODE-82-length-46163-cov-6.716947,MGYA00587595,46.163,False,68
MGYP003291966885,ERZ1767644,MGYC001132129115,26915,28024,-1,ERZ1767644.100-NODE-100-length-46163-cov-6.192548,MGYA00587604,46.163,False,68
MGYP003291975853,ERZ1767612,MGYC001125484529,36709,38334,-1,ERZ1767612.78-NODE-78-length-67840-cov-4.265236,MGYA00587617,67.84,False,54
MGYP003291991102,ERZ1767618,MGYC001125956061,50314,51378,1,ERZ1767618.13-NODE-13-length-151471-cov-7.884840,MGYA00587615,151.471,False,275
MGYP003292003403,ERZ1767612,MGYC001125486723,51562,52713,-1,ERZ1767612.94-NODE-94-length-60399-cov-5.169942,MGYA00587617,60.399,False,111
MGYP003292037951,ERZ1767612,MGYC001125489477,11661,12911,1,ERZ1767612.117-NODE-117-length-55698-cov-3.790522,MGYA00587617,55.698,False,66
MGYP003292056344,ERZ1767537,MGYC001125450436,27896,29158,-1,ERZ1767537.166-NODE-166-length-38307-cov-12.676200,MGYA00587601,38.307,False,44
MGYP003292056344,ERZ1767628,MGYC001132125237,9150,10412,1,ERZ1767628.122-NODE-122-length-38314-cov-11.255286,MGYA00587595,38.314,False,43
MGYP003292056344,ERZ1767644,MGYC001132130798,9150,10412,1,ERZ1767644.165-NODE-165-length-38314-cov-9.632609,MGYA00587604,38.314,False,43
MGYP003292063843,ERZ1767537,MGYC001125450656,21982,22908,-1,ERZ1767537.171-NODE-171-length-37811-cov-4.408836,MGYA00587601,37.811,False,65
MGYP003292063843,ERZ1767635,MGYC001132125318,3925,4851,-1,ERZ1767635.116-NODE-116-length-30449-cov-5.523689,MGYA00587610,30.449,False,51
MGYP003292073419,ERZ1767537,MGYC001125450981,28009,29163,-1,ERZ1767537.177-NODE-177-length-37115-cov-5.742957,MGYA00587601,37.115,False,64
MGYP003292073419,ERZ1767628,MGYC001132125328,3908,5062,-1,ERZ1767628.130-NODE-130-length-37180-cov-5.004229,MGYA00587595,37.18,False,66
MGYP003292073419,ERZ1767644,MGYC001132131069,15248,16402,1,ERZ1767644.176-NODE-176-length-37119-cov-9.043735,MGYA00587604,37.119,False,63
MGYP003292087546,ERZ1767537,MGYC001125451548,20536,21954,-1,ERZ1767537.188-NODE-188-length-35707-cov-3.803686,MGYA00587601,35.707,False,63
MGYP003292087546,ERZ1767644,MGYC001132127468,34423,35841,-1,ERZ1767644.43-NODE-43-length-66968-cov-4.975745,MGYA00587604,66.968,False,135
MGYP003292094659,ERZ1767612,MGYC001125493044,24256,25188,-1,ERZ1767612.153-NODE-153-length-50010-cov-5.438535,MGYA00587617,50.01,False,68
MGYP003292096425,ERZ1767537,MGYC001125451930,22407,23312,-1,ERZ1767537.195-NODE-195-length-35130-cov-7.060242,MGYA00587601,35.13,False,56
MGYP003292096425,ERZ1767628,MGYC001132125370,27450,28355,-1,ERZ1767628.134-NODE-134-length-35154-cov-4.088521,MGYA00587595,35.154,False,56
MGYP003292119984,ERZ1767612,MGYC001125495220,7019,8104,1,ERZ1767612.170-NODE-170-length-46837-cov-9.386944,MGYA00587617,46.837,False,71
MGYP003292129243,ERZ1767612,MGYC001125495965,37748,39130,-1,ERZ1767612.175-NODE-175-length-45925-cov-8.581578,MGYA00587617,45.925,False,84
MGYP003292151717,ERZ1767612,MGYC001125498177,27209,28120,1,ERZ1767612.192-NODE-192-length-44789-cov-4.951424,MGYA00587617,44.789,False,52
MGYP003292167655,ERZ1767537,MGYC001125454847,12666,13634,1,ERZ1767537.263-NODE-263-length-31304-cov-5.168805,MGYA00587601,31.304,False,30
MGYP003292167655,ERZ1767635,MGYC001132124488,33450,34418,-1,ERZ1767635.34-NODE-34-length-52723-cov-7.441407,MGYA00587610,52.723,False,47
MGYP003292167655,ERZ1767644,MGYC001132131697,28495,29463,-1,ERZ1767644.203-NODE-203-length-34874-cov-4.959045,MGYA00587604,34.874,False,29
MGYP003292200384,ERZ1767612,MGYC001125501736,36162,37301,-1,ERZ1767612.230-NODE-230-length-41920-cov-4.478228,MGYA00587617,41.92,False,71
MGYP003292206189,ERZ1767537,MGYC001125456251,23011,23850,-1,ERZ1767537.300-NODE-300-length-29718-cov-4.177224,MGYA00587601,29.718,False,56
MGYP003292206189,ERZ1767628,MGYC001132125774,29650,30489,1,ERZ1767628.169-NODE-169-length-31430-cov-7.407299,MGYA00587595,31.43,False,57
MGYP003292206189,ERZ1767644,MGYC001132132876,5269,6108,-1,ERZ1767644.246-NODE-246-length-31430-cov-5.804271,MGYA00587604,31.43,False,59
MGYP003292214614,ERZ1767612,MGYC001125502747,8155,9165,1,ERZ1767612.243-NODE-243-length-40978-cov-9.492901,MGYA00587617,40.978,False,57
MGYP003292220760,ERZ1767612,MGYC001125503160,11593,12585,1,ERZ1767612.247-NODE-247-length-40910-cov-6.322678,MGYA00587617,40.91,False,62
MGYP003292254479,ERZ1767612,MGYC001125506320,30193,31260,1,ERZ1767612.277-NODE-277-length-39286-cov-8.918763,MGYA00587617,39.286,False,60
MGYP003292258611,ERZ1767537,MGYC001125458843,26099,26971,-1,ERZ1767537.363-NODE-363-length-27351-cov-3.233001,MGYA00587601,27.351,False,30
MGYP003292264738,ERZ1767612,MGYC001125507561,1024,2055,1,ERZ1767612.289-NODE-289-length-38144-cov-26.052719,MGYA00587617,38.144,False,70
MGYP003292316080,ERZ1767618,MGYC001125983567,53270,54250,1,ERZ1767618.133-NODE-133-length-61764-cov-4.192371,MGYA00587615,61.764,False,47
MGYP003292319828,ERZ1767612,MGYC001125511626,22004,23029,1,ERZ1767612.335-NODE-335-length-35585-cov-5.589586,MGYA00587617,35.585,False,56
MGYP003292354333,ERZ1767612,MGYC001125514732,12294,13499,1,ERZ1767612.369-NODE-369-length-33613-cov-3.688807,MGYA00587617,33.613,False,52
MGYP003292396163,ERZ1767612,MGYC001125519101,10345,11526,1,ERZ1767612.414-NODE-414-length-31724-cov-19.831981,MGYA00587617,31.724,False,35
MGYP003292442625,ERZ1767644,MGYC001132133442,14371,15417,1,ERZ1767644.271-NODE-271-length-30145-cov-5.711532,MGYA00587604,30.145,False,49
MGYP003292447040,ERZ1767612,MGYC001125524054,5719,6687,1,ERZ1767612.471-NODE-471-length-29498-cov-13.897191,MGYA00587617,29.498,False,36
MGYP003292470724,ERZ1767612,MGYC001125526113,21502,22740,1,ERZ1767612.497-NODE-497-length-28515-cov-4.473682,MGYA00587617,28.515,False,45
MGYP003292513286,ERZ1767612,MGYC001125529956,6991,8937,1,ERZ1767612.544-NODE-544-length-27028-cov-15.687502,MGYA00587617,27.028,False,36
MGYP003292614142,ERZ1767644,MGYC001132132394,433,1455,1,ERZ1767644.229-NODE-229-length-32814-cov-3.392747,MGYA00587604,32.814,False,58
MGYP003292669049,ERZ1767618,MGYC001126026231,10371,11546,1,ERZ1767618.387-NODE-387-length-37659-cov-3.331720,MGYA00587615,37.659,False,68
MGYP003292738778,ERZ1767618,MGYC001126035909,20753,21922,-1,ERZ1767618.449-NODE-449-length-34858-cov-3.661495,MGYA00587615,34.858,False,48
MGYP003292744044,ERZ1767618,MGYC001126037047,8659,9981,1,ERZ1767618.456-NODE-456-length-34551-cov-5.775626,MGYA00587615,34.551,False,40
MGYP003292752378,ERZ1767618,MGYC001126038521,14346,15437,-1,ERZ1767618.464-NODE-464-length-34222-cov-5.048907,MGYA00587615,34.222,False,48
MGYP003292840708,ERZ1767618,MGYC001126049868,16364,17569,-1,ERZ1767618.552-NODE-552-length-31395-cov-6.400447,MGYA00587615,31.395,False,46
MGYP003292856290,ERZ1767618,MGYC001126052365,26469,27491,-1,ERZ1767618.570-NODE-570-length-30824-cov-5.471514,MGYA00587615,30.824,False,21
MGYP003292962238,ERZ1767618,MGYC001126070042,6700,7764,1,ERZ1767618.703-NODE-703-length-27320-cov-2.800660,MGYA00587615,27.32,False,49
MGYP003293368221,ERZ1767644,MGYC001132134620,23685,25544,-1,ERZ1767644.319-NODE-319-length-27761-cov-4.233162,MGYA00587604,27.761,False,29
MGYP003294737484,ERZ1767636,MGYC001132126883,28524,29486,-1,ERZ1767636.142-NODE-142-length-40412-cov-4.489481,MGYA00587609,40.412,False,44
MGYP003295885415,ERZ2437464,MGYC001132126243,46150,47055,-1,ERZ2437464.2-NODE-2-length-54319-cov-7.349582,MGYA00585827,54.319,False,64
MGYP003295895010,ERZ2437464,MGYC001132126333,29037,29909,1,ERZ2437464.7-NODE-7-length-35543-cov-10.268172,MGYA00585827,35.543,False,54
MGYP003296573969,ERZ1767632,MGYC001132141169,12114,13205,1,ERZ1767632.649-NODE-649-length-33949-cov-19.853248,MGYA00587612,33.949,False,51
MGYP003296582135,ERZ1767639,MGYC001132152523,11549,12628,1,ERZ1767639.793-NODE-793-length-29345-cov-8.136770,MGYA00587608,29.345,False,36
MGYP003296719719,ERZ2437499,MGYC001132127281,3930,5336,-1,ERZ2437499.52-NODE-52-length-28868-cov-8.987288,MGYA00585841,28.868,False,41
MGYP003296813233,ERZ2437540,MGYC001132126974,5814,6800,1,ERZ2437540.32-NODE-32-length-27080-cov-8.582676,MGYA00585840,27.08,False,20
MGYP003296813233,ERZ2437551,MGYC001132620828,16317,17303,-1,ERZ2437551.33-NODE-33-length-38300-cov-11.739293,MGYA00585833,38.3,False,40
